"Elísa","X","Stytting á Elísabet.",,331,96,"",
"Elísabet","X","Úr hebresku og merkir sú sem tignar Guð. (Lúk. 1,5) 19/11. heilög Elísabet frá Ungverjalandi (d. 1231).",,1123,328,"",
"Elisabeth","X",,,25,38,"",
"Elísabeth","X",,,21,6,"Ritháttur af Elísabet",
"Elka","X","Úr þýsku.",,5,7,"",
"Ella","X","Stytting á Elín.",,34,28,"",
"Ellen","X","Dönsk mynd af Helena.",,202,51,"",
"Elley","X",,,0,0,"",
"Ellín","X",,,0,1,"",
"Ellisif","X","Forn norræn mynd af Elísabet. Elísabet drottning Haraldar harðráða, sem fædd var í Rússlandi, var nefnd þessu nafni á Norðurlöndum.",,6,1,"",
"Elly","X",,,3,5,"",
"Ellý","X",,,42,10,"",
"Elma","X","Dönsk stytting á algengri nafnasamstæðu: Else Marie.",,85,24,"",
"Elna","X","Dönsk stytting á Helena.",,14,4,"",
"Elsa","X","Stytting á Elísabet.",,500,137,"",
"Elsabet","X",,,7,3,"",
"Elsí","X",,,1,1,"",
"Elsie","X",,,3,2,"",
"Elsý","X",,,3,1,"",
"Elva","X","Úr spænsku: ""hin hvíta"". Líka skrifað Elfa.",,282,176,"",
"Elvi","X",,,2,1,"",
"Elvíra","X","Sænsk mynd af forngermanska nafninu Alverat, sem er samsett af alfi ""álfur"" og radi ""ráð"".",,1,1,"",
"Elvý","X",,,4,2,"",
"Embla","X","Formóðir manna í norrænni goðafræði.",,227,95,"",
"Emelía","X",,,87,18,"Ritháttur af Emilía",
"Emelíana","X",,,6,0,"",
"Emelína","X",,,0,1,"",
"Emeralda","X",,,0,0,"",
"Emilía","X","Af Emil: vingjarnleg.",,377,70,"",
"Emilíana","X","Leitt af karlmannsnafninuEmilmeð viðskeytinu -íana.",,16,1,"",
"Emilíanna","X",,,3,0,"",
"Emilý","X",,,8,1,"",
"Emma","X","Fornt germanskt nafn í merkingunni iðin, húsleg. Drottning Knúts mikla, Danakonungs, hér Emma (1017).",,208,104,"",
"Emmý","X",,,0,0,"",
"Emý","X",,,1,0,"",
"Enea","X",,,1,2,"",
"Eneka","X",,,2,0,"",
"Engilbjört","X",,,2,0,"",
"Engilráð","X","Ráð engils.",,5,8,"",
"Engilrós","X",,,0,0,"",
"Engla","X",,,0,1,"",
"Enika","X",,,4,1,"",
"Enja","X",,,0,2,"",
"Enóla","X",,,1,1,"",
"Eres","X",,,0,0,"",
"Erika","X",,,46,8,"",
"Erin","X",,,5,2,"",
"Erla","X","Fugl.",,1294,809,"",
"Erlen","X","Leitt af karlmannsnafninu Erlendur.",,5,3,"",
"Erlín","X","Samsett af Erla og -lín, sem er algeng kvenkenning.",,8,6,"",
"Erna","X","Af Örn.",,827,276,"",
"Esja","X",,,8,2,"",
"Esmeralda","X","Dregið af nafninu á steininum Emerald, upphaflega spænskt nafn.",,4,0,"",
"Ester","X","Úr hebresku eða persnesku, og merkir stjarna.",,299,67,"",
"Esther","X",,,141,33,"Ritháttur af Ester",
"Estiva","X",,,3,1,"",
"Ethel","X","Göfug.",,7,3,"",
"Etna","X",,,1,2,"",
"Eufemía","X",,,0,2,"Ritháttur af Efemía",
"Eva","X","Úr hebresku (1. Mós. 3,20), og þýðir líf.",,1169,629,"",
"Evelyn","X",,,16,5,"",
"Evey","X",,,0,1,"",
"Evfemía","X",,,0,0,"Ritháttur af Efemía",
"Evgenía","X",,,1,1,"",
"Evíta","X",,,6,0,"",
"Evlalía","X","Evlalía – úr grísku Eulalia, samsett af eu ""góður"" og lalein ""tala, masa"". Dýrlingsnafn.",,3,2,"",
"Ey","X",,,0,2,"",
"Eybjörg","X","Auðnu, gæfu hjálp.",,12,5,"",
"Eybjört","X",,,1,0,"",
"Eydís","X","Heilladís.",,324,46,"",
"Eyfríður","X",,,0,0,"",
"Eygerður","X","Gæfuvernd.",,14,1,"",
"Eygló","X","Sól.",,336,99,"",
"Eyhildur","X",,,0,1,"",
"Eyja","X","Auðnu, gæfu kona.",,30,32,"",
"Eyjalín","X",,,1,1,"",
"Eyleif","X","Sú sem erfir hamingju. Kemur fyrir í manntalinu 1910.",,3,1,"",
"Eylín","X",,,0,1,"",
"Eyrós","X",,,1,1,"",
"Eyrún","X","Leyndardómur gæfunnar.",,402,59,"",
"Eyþóra","X","Auðna og Þóra.",,5,1,"",
"Eyþrúður","X","Auðnu, gæfu Þrúður = kona.",,1,0,"",
"Eyveig","X",,,0,0,"",
"Eyvör","X","Gæfuvernd.",,12,4,"",
"Bæring","Y","Úr riddarasögum, merking ókunn.",,16,21,"",
"Bæringur","Y",,,1,2,"",
"Bæron","Y",,,0,0,"",
"Baldur","Y","Hugrakkur, djarfur. Hinn hvíti ás norrænnar goðafræði. Nafn þetta varð afar vinsælt á Norðurlöndunum og Þýskalandi á 19. öld.",,712,114,"",
"Baldvin","Y","Djarfur vinur. Margir krossfarakonungar hétu þessu nafni. Baldvin Einarsson, lögfræðingur og ritstjóri (1801-1833).",,306,99,"",
"Baldwin","Y",,,0,0,"Ritháttur af Baldvin",
"Baltasar","Y","Tökunafn úr grísk-latínu Baltas(s)ar sem leitt er af Belasar ""Guð (Baal) verndi líf hans"" og Beltsasar ""verndið líf konungsins"".",,34,7,"",
"Bambi","Y","",,0,0,"",
"Barði","Y","Skeggjaður maður.",,35,13,"",
"Bárður","Y","Sá sem ann orrustum.",,69,7,"",
"Barri","Y",,,1,4,"",
"Bassi","Y",,,0,0,"",
"Bastían","Y",,,1,0,"",
"Baugur","Y",,,0,2,"",
"Beinir","Y",,,0,0,"",
"Beinteinn","Y","Sverð.",,3,5,"",
"Beitir","Y",,,1,0,"",
"Bekan","Y",,,2,0,"",
"Benedikt","Y","Latína og merkir blessaður. 30/8. heilagur Benedikt frá Núrsíu. Benedikt Sveinbjarnarson Gröndal skáld (1826-1907).",,740,132,"",
"Benidikt","Y",,,0,0,"",
"Benjamín","Y","Hebreska: hamingjusonur (1. Mós. 35,18).",,164,31,"",
"Benóní","Y","Hebreska: harmasonur (1. Mós. 35, 18, 24).",,3,0,"",
"Benoný","Y",,,23,0,"Ritháttur af Benóní",
"Benóný","Y",,,32,24,"Ritháttur af Benóní",
"Bent","Y","Danskt nafn, sama og Benedikt.",,18,33,"",
"Berent","Y",,,4,4,"",
"Berg","Y",,,1,341,"",
"Bergfinnur","Y","(finnskur) bjargvættur.",,0,0,"",
"Berghreinn","Y",,,1,0,"",
"Bergjón","Y",,,1,0,"",
"Bergmann","Y","Hjálparmaður. Bergmann er annað algengasta viðurnefni á Íslandi.",,14,368,"",
"Bergmar","Y",,,0,3,"",
"Bergmundur","Y","Verndari.",,6,1,"",
"Bergsteinn","Y","Steinn, sem bjargar.",,64,11,"",
"Bergsveinn","Y","Sveinn, sem bjargar.",,54,6,"",
"Bergþór","Y","Bjargvættur og Þór.",,162,47,"",
"Bergur","Y","Bjargvættur.",,253,73,"",
"Bergvin","Y","Vinur, sem bjargar.",,36,9,"",
"Bernhard","Y",,,20,13,"",
"Bernharð","Y","Sjá Bernharður.",,24,17,"",
"Bernharður","Y","Fornþýskt nafn og merkir sterkur sem björn. 20/8. heilagur Bernharður frá Clairvaux, d. 1153.",,11,3,"",
"Berni","Y",,,0,0,"",
"Bernódus","Y","Úr rímum, merking óþekkt, nema Bern- er skylt björn.",,7,5,"",
"Bersi","Y","Björn.",,1,11,"",
"Bertel","Y","Þýskt nafn, sem merkir frægur. Dansk - íslenski myndhöggvarinn Bertel Thorvaldsen (1768-1844).",,7,4,"",
"Bertram","Y",,,0,0,"",
"Bessi","Y","Björn.",,27,27,"",
"Betúel","Y","Úr hebresku (1. Mós. 22,22).",,2,2,"",
"Bill","Y",,,0,3,"",
"Birgir","Y","Fornsænka, sá sem bjargar, verndar.",,1047,278,"",
"Birkir","Y","Dregið af birki.",,448,128,"",
"Birnir","Y","Af björn.",,46,45,"",
"Birtingur","Y",,,0,1,"",
"Birtir","Y",,,0,0,"",
"Bjargar","Y",,,2,1,"",
"Bjargmundur","Y","Verndari.",,11,0,"",
"Bjargþór","Y",,,1,1,"",
"Bjarkan","Y",,,0,4,"",
"Bjarkar","Y","Nafnið er trúlega myndað með hliðsjón af kvenmannsnafninu - Björk með viðskeytinu -ar: hermaður.",,6,17,"",
"Bjarki","Y","Annað hvort dregið af birki, eða merkir: lítill björn.",,844,416,"",
"Bjarmar","Y",,,1,4,"",
"Bjarmi","Y",,,27,40,"",
"Bjarnar","Y",,,6,40,"",
"Bjarnfinnur","Y","Samsett af Björn og Finnur.",,5,2,"",
"Bjarnfreður","Y","Sá sem björn verndar.",,2,0,"",
"Bjarnharður","Y",,,0,0,"",
"Bjarnhéðinn","Y","Bjarnarfeldur.",,6,0,"",
"Bjarni","Y","Dregið af björn. Bjarni Pálsson, landlæknir (1719-1779).",,1562,527,"",
"Bjarnlaugur","Y",,,0,0,"",
"Bjarnleifur","Y",,,3,0,"",
"Bjarnólfur","Y",,,1,0,"",
"Bjarnsteinn","Y",,,1,0,"",
"Bjarnþór","Y","Samsett af Bjarni og -þór.",,20,2,"",
"Bjartmann","Y",,,2,0,"",
"Bjartmar","Y","Bjartur og frægur.",,56,23,"",
"Bjartþór","Y",,,4,0,"",
"Bjartur","Y","Bjartur.",,136,60,"",
"Bjólan","Y",,,0,0,"",
"Bjólfur","Y",,,0,1,"",
"Björgmundur","Y",,,1,0,"",
"Björgólfur","Y",,,16,0,"",
"Björgúlfur","Y","Úlfur, sem bjargar.",,20,2,"",
"Björgvin","Y","Vinur, sem bjargar.",,618,216,"",
"Björn","Y","Björn. Björn Þorleifsson, hirðstjóri á Skarði (d. 1467).",,1741,862,"",
"Björnólfur","Y",,,0,0,"",
"Blængur","Y",,,5,0,"",
"Blær","Y",,,5,93,"",
"Blævar","Y",,,0,0,"",
"Bóas","Y","Úr hebresku: í mætti (Rut. 2,1).",,34,16,"",
"Boði","Y",,,3,4,"",
"Böðvar","Y","Bardagamaður.",,147,29,"",
"Bogi","Y","Vopn.",,91,42,"",
"Bói","Y",,,0,1,"",
"Bolli","Y","Gildvaxinn maður. Bolli Þorleiksson, maður Guðrúnar Ósvífursdóttur.",,31,8,"",
"Borgar","Y","Borg: vörn, vígi, og -ar: hermaður.",,37,40,"",
"Borgþór","Y","Vörn, vígi Þórs.",,41,19,"",
"Borgúlfur","Y",,,1,0,"",
"Börkur","Y","Annað hvort trjábörkur eða fornnorrænt í merkingunni vígamaður.",,69,20,"",
"Bótólfur","Y","Úlfur, sem bætir. 17/6. Bótólfur, forn enskur dýrlingur.",,0,0,"",
"Bragi","Y","Ágætur. Bragi var skáldskaparguðinn.",,398,323,"",
"Brandur","Y","Sverð.",,27,6,"",
"Breki","Y","Brim, boði.",,114,326,"",
"Bresi","Y","Úr írsku Bresse, sem sennilega merkti óeirðarmaður. Bresi hét faðir tveggja landnámsmanna, og bæjarnafnið Bresagerði bendir til, að nafnið hafi verið notað hérlendis.",,0,1,"",
"Brestir","Y",,,0,0,"",
"Brimar","Y",,,14,16,"",
"Brimi","Y","",,0,2,"",
"Brími","Y",,,0,0,"",
"Brimir","Y",,,7,13,"",
"Brjánn","Y","Keltneskt nafn, Brían, sem merkir ef til vill hæð eða hóll.",,14,13,"",
"Broddi","Y","Sverð eða spjót.",,11,9,"",
"Bruno","Y",,,13,6,"",
"Bryngeir","Y","Brynjaður geir, vopn.",,16,2,"",
"Brynjar","Y","Brynjaður hermaður.",,753,177,"",
"Brynjólfur","Y","Brynjaður úlfur.",,236,27,"",
"Brynjúlfur","Y",,,13,2,"",
"Brynleifur","Y","Sá sem erfir brynju.",,9,0,"",
"Brynsteinn","Y",,,0,0,"",
"Brynþór","Y",,,0,2,"",
"Bryntýr","Y",,,0,3,"",
"Búi","Y","Bóndi.",,22,60,"",
"Búri","Y",,,0,1,"",
"Burkni","Y","Jurt.",,11,6,"",
"Baldey","X",,,1,2,"",
"Baldrún","X","Samsett af Baldur og -rún.",,4,2,"",
"Baldvina","X","Af Baldvin, djarfur vinur.",,12,12,"",
"Bára","X","Alda.",,359,337,"",
"Barbara","X","Úr grísku, barbaros - sá sem ekki er hægt að skilja, þ.e.a.s. útlendingur. 4/12. heilög Barbara, píslarvottur frá Nikómedíu d. 306.",,147,93,"",
"Barbára","X",,,2,0,"Ritháttur af Barbara",
"Bassí","X",,,0,1,"",
"Bebba","X",,,0,0,"",
"Begga","X",,,0,1,"",
"Belinda","X",,,18,2,"",
"Bella","X","Ensk stytting af Ísabella, sem er spænsk mynd af nafninu Elísabet. Einnig getur þetta verið úr latínu og merkir þá fögur.",,5,9,"",
"Benedikta","X","Af Benedikt, blessaður.",,37,15,"",
"Bengta","X",,,4,0,"",
"Benía","X",,,0,1,"",
"Beníta","X",,,1,0,"",
"Benna","X",,,3,2,"",
"Benney","X",,,2,1,"",
"Benný","X",,,10,11,"",
"Benta","X","Dönsk stytting á Benedikta.",,2,0,"",
"Bentey","X",,,1,0,"",
"Bentína","X","Af Bent, sem er dönsk mynd af Benedikt.",,10,3,"",
"Bera","X","Birna.",,4,1,"",
"Bergdís","X","Bjargvættur.",,103,14,"",
"Bergey","X","Auðnu - björg.",,9,4,"",
"Bergfríður","X",,,1,0,"",
"Bergheiður","X",,,1,0,"",
"Berghildur","X","Hildur, orrusta eða valkyrja (kona), sem bjargar.",,19,2,"",
"Berglaug","X",,,5,0,"",
"Berglín","X",,,5,0,"",
"Berglind","X","Bergvatnslind.",,1021,209,"",
"Bergljót","X","Ljót = ljómandi björt.",,149,32,"",
"Bergmannía","X",,,0,0,"",
"Bergný","X","Ung björg, hjálp.",,14,3,"",
"Bergrán","X","Samsett af Berg- sem merkir hjálp, frelsun, og -rán, tengt no. ""ræna"": skynsemi, meðvitund. Sumir telja að nafnið sé hingað komið úr norræni goðafræði og þá frá sjávargyðjunni Rán sem safnaði saman þeim sem höfðu drukknað.",,0,2,"",
"Bergrín","X",,,1,1,"",
"Bergrós","X","Rós, sem bjargar, hjálpar.",,42,18,"",
"Bergrún","X","Leyndardómur, eða vinkona, sem hjálpar, bjargar.",,58,9,"",
"Bergþóra","X","Þóra, sem bjargar, hjálpar. Bergþóra kona Njáls á Bergþórshvoli.",,262,34,"",
"Berit","X",,,5,4,"",
"Bernódía","X",,,0,0,"",
"Berta","X","Úr þýsku: hin bjarta.",,57,29,"",
"Bertha","X",,,35,7,"Ritháttur af Berta",
"Bessí","X",,,2,0,"",
"Beta","X",,,4,6,"",
"Betanía","X",,,0,1,"",
"Betsý","X",,,5,0,"",
"Bettý","X",,,12,15,"",
"Bíbí","X",,,1,1,"",
"Bil","X",,,1,1,"",
"Bína","X",,,2,4,"",
"Birgit","X","Önnur mynd nafnsins Birgitta.",,19,9,"",
"Birgitta","X","Norræn mynd af írsku nafni, Brigit sem merkir hin háa. 7/10. heilög Birgitta, sænskur dýrlingur, d. 1373.",,314,39,"",
"Birna","X","Birna.",,885,793,"",
"Birta","X","Birta, ljómi.",,371,284,"",
"Birtna","X",,,1,1,"",
"Bjargdís","X",,,0,0,"",
"Bjargey","X","Björtun og -ey: auðna, gæfa.",,36,16,"",
"Bjargheiður","X",,,0,0,"",
"Bjarghildur","X","Orrusta, eða valkyrja, sem bjargar.",,12,1,"",
"Bjarglind","X",,,0,1,"",
"Bjarkey","X",,,17,3,"",
"Bjarklind","X",,,8,11,"",
"Bjarma","X",,,2,0,"",
"Bjarndís","X","Björn og dís, eða verndarvættur Bjarnar.",,44,12,"",
"Bjarney","X","Gæfa bjarnarins, eða Bjarnar.",,192,93,"",
"Bjarnfríður","X","Fegurð bjarnarins, eða sú sem Björn ann.",,26,1,"",
"Bjarngerður","X","Björn og -gerður: vernd.",,1,0,"",
"Bjarnheiður","X","Björn og -heiður: heiðskír, björt.",,41,0,"",
"Bjarnhildur","X",,,6,0,"",
"Bjarnlaug","X",,,4,0,"",
"Bjarnrún","X",,,4,1,"",
"Bjarnþóra","X","Samsett af Bjarni og -þóra.",,4,0,"",
"Bjarnþrúður","X",,,0,1,"",
"Bjarnveig","X","Styrkur bjarnar, -veig merkir að líkindum styrkur, getur líka verið dregið af orðinu vé: helgidómur.",,41,21,"",
"Bjarný","X","Kvennkyns útgáfa af nafninu Bjarni, sem þýðir að sjálfsögðu Björn eða sterkur sem björn.",,4,5,"",
"Bjartey","X","Nafn þetta er myndað úr forliðnum ""Bjart"" sem leiddur er af lýsingarorðinu bjartur, og viðliðnum ""ey"" sem merkir hamingja, - heppni.",,24,5,"",
"Bjartmey","X",,,1,0,"",
"Björg","X","Björg, hjálp. Dr. Björg Þorláksson (1874-1934) fyrsta íslenska konan er lauk doktorsprófi.",,586,2028,"",
"Björgey","X",,,0,0,"",
"Björgheiður","X",,,4,2,"",
"Björghildur","X",,,1,0,"",
"Björk","X","Björk, birki.",,330,3164,"",
"Björney","X",,,4,2,"",
"Björnfríður","X",,,3,0,"",
"Björt","X","Björt.",,12,254,"",
"Blædís","X",,,4,0,"",
"Bláey","X",,,0,1,"",
"Blíða","X",,,1,0,"",
"Blín","X",,,0,0,"",
"Blómey","X",,,2,1,"",
"Bóel","X","Úr norsku, stytting á Bóthildur.",,14,21,"",
"Boga","X",,,2,1,"",
"Bogdís","X",,,1,0,"",
"Bogey","X",,,11,3,"",
"Bogga","X",,,2,1,"",
"Boghildur","X",,,0,1,"",
"Borg","X",,,1,73,"",
"Borgdís","X",,,0,0,"",
"Borghildur","X","Borg: vörn, hjálp, og -hildur, stríð, barátta, eða valkyrja, kona.",,110,11,"",
"Borgný","X",,,6,1,"",
"Borgrún","X",,,2,0,"",
"Borgþóra","X","Af Borgþór: vígi Þórs.",,0,0,"",
"Bót","X",,,0,0,"",
"Bóthildur","X","Styrjöld, barátta sem bætir.",,6,2,"",
"Botnía","X",,,0,0,"",
"Brá","X","Auga.",,3,117,"",
"Braga","X","Af Bragi, ágætur.",,2,16,"",
"Braghildur","X",,,1,0,"",
"Brák","X",,,1,3,"",
"Branddís","X","Heilladís sverðsins.",,5,0,"",
"Bríana","X",,,4,0,"",
"Bríanna","X",,,2,0,"Ritháttur af Bríana",
"Bríet","X","Önnur mynd nafnsins Birgitta. Bríet Bjarnhéðinsdóttir /1856-1940) ritstjóri, kvenréttindafrömuður.",,148,67,"",
"Brigitta","X",,,2,0,"Ritháttur af Birgitta",
"Brimdís","X",,,1,4,"",
"Brimhildur","X",,,2,0,"",
"Brimrún","X",,,8,2,"",
"Brit","X",,,4,1,"",
"Britt","X",,,2,7,"",
"Britta","X",,,1,4,"",
"Bryndís","X","Brynjuð dís.",,1035,218,"",
"Brynfríður","X",,,1,0,"",
"Bryngerður","X","Brynjuð vörn.",,4,0,"",
"Brynheiður","X",,,0,0,"",
"Brynhildur","X","Brynjuð valkyrja. Brynhildur Buðladóttir, kona Sigurðar Fáfnisbana.",,335,18,"",
"Brynja","X","Brynja.",,618,192,"",
"Brynný","X",,,0,1,"",
"Burkney","X",,,0,1,"",
"Bylgja","X","Alda.",,103,18,"",
"Carl","Y",,,35,33,"Ritháttur af Karl",
"Cecil","Y",,,2,4,"Ritháttur af Sesil",
"Christian","Y",,,49,36,"Ritháttur af Kristján",
"Christopher","Y",,,35,9,"",
"Cýrus","Y",,,2,0,"",
"Camilla","X",,,64,15,"Ritháttur af Kamilla",
"Carla","X",,,14,6,"",
"Carmen","X",,,25,14,"",
"Cecilia","X",,,12,11,"Ritháttur af Sesilía",
"Cecilía","X",,,3,1,"",
"Charlotta","X",,,16,8,"",
"Charlotte","X",,,14,15,"",
"Christina","X",,,21,25,"Ritháttur af Kristína",
"Christine","X",,,18,14,"",
"Clara","X",,,13,16,"Ritháttur af Klara",
"Daði","Y","Úr írsku. Merking óþekkt.",,288,401,"",
"Dagbjartur","Y","Bjartur sem dagur.",,63,8,"",
"Dagfari","Y",,,0,0,"",
"Dagfinnur","Y","Dagur og Finnur.",,7,1,"",
"Daggeir","Y",,,1,0,"",
"Dagmann","Y",,,1,1,"",
"Dagnýr","Y",,,3,0,"",
"Dagþór","Y","Samsett af Dagur og -þór.",,1,0,"",
"Dagur","Y","Dagur.",,406,333,"",
"Dalbert","Y",,,1,0,"",
"Dalli","Y",,,0,0,"",
"Dalmann","Y","Dalbúi.",,0,12,"",
"Dalmar","Y","Dal- og -mar, frægur.",,3,2,"",
"Dalvin","Y",,,0,0,"",
"Damjan","Y",,,6,0,"",
"Dan","Y","Danskur. Dan konungur, sem Danmörk heitir eftir, skv. Snorra.",,13,0,"",
"Danelíus","Y",,,3,0,"",
"Daniel","Y",,,183,43,"",
"Daníel","Y","Úr hebresku: Guð er dómari minn (Esek. 14,14).",,1242,189,"",
"Danival","Y","Sennilega samsett af Daníel og Val-.",,10,1,"Ritháttur af Daníval",
"Daníval","Y",,,1,0,"",
"Daríus","Y",,,0,1,"",
"Darri","Y","Spjót, vopn.",,69,267,"",
"Davíð","Y","Úr hebresku og merkir elskaður, ástvinur (1.sam. 16,19).",,1001,215,"",
"Demus","Y",,,0,2,"",
"Deníel","Y",,,0,0,"",
"Dennis","Y",,,10,3,"",
"Diðrik","Y","Úr þýsku og merkir þjóð- ríkur, voldugur.",,16,10,"",
"Díómedes","Y",,,0,2,"",
"Dofri","Y","Jötunn.",,8,16,"",
"Dolli","Y",,,0,0,"",
"Dómald","Y",,,2,0,"",
"Dómaldi","Y",,,0,0,"",
"Dómaldur","Y",,,0,0,"",
"Dónald","Y",,,1,0,"",
"Dónaldur","Y",,,0,0,"",
"Dór","Y",,,0,37,"",
"Dóri","Y",,,0,3,"",
"Dósóþeus","Y",,,0,0,"",
"Draupnir","Y","Gersemi - gullhringur, sem gullhringir drupu af.",,8,2,"",
"Dreki","Y",,,1,6,"",
"Drengur","Y",,,4,0,"",
"Dufgus","Y",,,0,0,"",
"Dufþakur","Y",,,0,1,"",
"Dugfús","Y",,,0,0,"",
"Dúi","Y","Úr dönsku, Due, dúfa.",,8,25,"",
"Dúnn","Y",,,0,1,"",
"Dvalinn","Y",,,2,0,"",
"Dýri","Y","Ágætur maður, eða dregið af dýr: dádýr.",,5,11,"",
"Dýrmundur","Y",,,2,2,"",
"Daðey","X","Af Daði.",,11,6,"",
"Daðína","X",,,3,1,"",
"Dæja","X",,,0,1,"",
"Dagbjörg","X","Björgun, hjálp dagsins.",,7,0,"",
"Dagbjört","X","Björt sem dagur.",,352,70,"",
"Dagfríður","X","Fögur sem dagur.",,6,0,"",
"Daggrós","X","Dögg og rós.",,2,1,"",
"Dagheiður","X",,,0,0,"",
"Dagmar","X","Dönsk mynd af slavenska nafninu Dragomír - kær friður. Dragómír hét drottning Valdimars sigursæla Danakonungs (1185-1212) en Danir kölluðu hana Dagmar í merkingunni Dag-mær.",,208,114,"",
"Dagmey","X",,,3,0,"",
"Dagný","X","Sú sem dagur yngir.",,523,83,"",
"Dagrún","X","Leyndardómur, eða vinkona dagsins.",,81,10,"",
"Daldís","X",,,3,0,"",
"Daley","X",,,1,0,"",
"Dalía","X",,,7,2,"",
"Dalla","X","Hin bjarta. Dalla",,4,4,"",
"Dallilja","X",,,3,0,"",
"Dalrós","X","Rós dalsins.",,12,14,"",
"Dana","X",,,26,14,"",
"Daney","X",,,5,5,"",
"Danfríður","X","Samsett af Daníel og fríður.",,8,0,"",
"Danheiður","X",,,0,0,"",
"Danhildur","X",,,0,0,"",
"Danía","X",,,6,2,"",
"Daníela","X","Af Daníel - Guð er dómari minn.",,34,3,"",
"Daníella","X",,,5,0,"",
"Dara","X",,,1,0,"",
"Debora","X",,,4,4,"Ritháttur af Debóra.  Fallbeygist í eignarfalli Deboru",
"Debóra","X",,,1,1,"",
"Dendý","X",,,0,1,"",
"Día","X",,,3,15,"",
"Díana","X","Úr ensku, sótt í rómverska goðafræði, þar sem Díana var veiðigyðjan.",,184,18,"",
"Díanna","X",,,4,1,"Ritháttur af Díana",
"Didda","X",,,1,1,"",
"Dilja","X",,,1,0,"",
"Diljá","X","Íslensk mynd nafnsins Delía sem er annað nafn gyðjunnar Artemis, sem var meydómsgyðjan með Grikkjum.",,145,122,"",
"Díma","X",,,1,0,"",
"Dimmblá","X",,,0,1,"",
"Dimmey","X",,,1,3,"",
"Dís","X","Gyðja, heilladís, hollvættur. Í seinni tíð hefur mikill fjöldi nýrra nafna verið myndaður með þessum viðlið.",,9,666,"",
"Dísa","X","Stytting á Dís.",,31,13,"",
"Dísella","X",,,6,2,"",
"Dóa","X",,,0,1,"",
"Dögg","X","Dögg.",,41,1271,"",
"Dögun","X",,,7,2,"",
"Dómhildur","X","Valkyrja, kona sem dæmir.",,14,4,"",
"Donna","X",,,8,3,"",
"Dóra","X","Stytting á Halldóra eða öðrum hliðstæðum nöfnum.",,311,422,"",
"Dórey","X",,,0,2,"",
"Doris","X",,,7,3,"",
"Dóris","X",,,1,2,"",
"Dórótea","X",,,4,1,"",
"Dorothea","X",,,3,1,"Ritháttur af Dórótea",
"Dórothea","X",,,3,6,"",
"Dóróthea","X","Úr grísku: gjöf Guðs. 6/2. heilög Dóróthea, d. 304.",,50,20,"Ritháttur af Dórótea",
"Drauma","X",,,0,1,"",
"Draumey","X",,,1,2,"",
"Drífa","X","Snjór, mjöll.",,139,48,"",
"Dröfn","X","Alda.",,77,449,"",
"Droplaug","X","Hrein sem dropi.",,22,4,"",
"Drótt","X",,,0,2,"",
"Dúa","X","Önnur mynd nafnsins Dúfa.",,3,19,"",
"Dúfa","X","Dúfa, eða alda, bylgja.",,3,9,"",
"Dúna","X",,,8,18,"",
"Dýrborg","X",,,1,0,"",
"Dýrfinna","X","Dýrmæt, ágæt, kona.",,18,1,"",
"Dýrleif","X","Ágæt, dýrmæt arfleið.",,52,13,"",
"Dýrley","X",,,4,1,"",
"Dýrunn","X","Dýrmæt bylgja.",,6,2,"",
"Fabrisíus","Y",,,0,0,"",
"Fáfnir","Y","Drekinn, sem lá á gullinu.",,7,7,"",
"Falgeir","Y",,,0,0,"",
"Fálki","Y",,,0,0,"",
"Falur","Y","Spjót.",,7,10,"",
"Fannar","Y","Af fönn, snjór.",,323,613,"",
"Fannberg","Y",,,3,34,"",
"Fanngeir","Y",,,1,0,"",
"Felix","Y","Úr latínu: farsæll.",,44,26,"",
"Fengur","Y",,,0,0,"",
"Fenrir","Y","Samsett af Fen-, sem mögulega þýðir fen, og 'hris', sem þýðir sprek. Stytting á Fenrisúlfur. Fenrisúlfur var afkvæmi Loka og Angurboðu í norrænu Goðafræðinni.",,1,4,"",
"Ferdinand","Y","Þýskt nafn í merkingunni friðelskandi.",,4,6,"Ritháttur af Ferdínand",
"Ferdínand","Y",,,1,1,"",
"Fertram","Y",,,0,1,"",
"Feykir","Y",,,0,5,"",
"Fífill","Y","Fífill.",,0,2,"",
"Filip","Y",,,43,10,"",
"Filippus","Y","Grískt nafn: hestavinur. 1/5. Filippus postuli.",,12,4,"",
"Finn","Y",,,9,1,"",
"Finnbjörn","Y","Finnur og björn.",,25,1,"",
"Finnbogi","Y","Finnur og bogi.",,176,19,"",
"Finngeir","Y",,,0,0,"",
"Finnjón","Y",,,1,0,"",
"Finnlaugur","Y",,,1,0,"",
"Finnur","Y","Finni, maður.",,280,51,"",
"Finnvarður","Y",,,0,0,"",
"Fjalar","Y","Dvergsheiti í merkingunni vitur, fjölfróður.",,21,43,"",
"Fjarki","Y",,,0,0,"",
"Fjólar","Y",,,0,4,"",
"Fjólmundur","Y",,,3,0,"",
"Fjölnir","Y","Óðinsheiti: fjölvís.",,66,8,"",
"Fjölvar","Y",,,0,0,"",
"Fjörnir","Y",,,1,1,"",
"Flemming","Y",,,8,3,"",
"Flóki","Y","Etv. dregið af flóki, flækja, benda.",,38,30,"",
"Flórent","Y",,,0,0,"",
"Flosi","Y","Líkleg merking: léttúðugur maður.",,51,14,"",
"Flóvent","Y",,,4,12,"",
"Fólki","Y",,,0,0,"",
